ABC,ABC XYZ Bucket,Country1,Country2,Month,prodHier1,prodHier2,prodHier3,prodHier4,prodHier5,prodHier6,prodHier7,prodHier8,prodHier9,State,Time Stamp,Updated brand,XYZ,Abs Error,Accuracy Calculation,Bias,Error,Historical Forecast,Quarter,sales contribution,salesValue,Updated Actual,Week,Year
A,AY,,,May,India,East,Hi,Coil,Brand9,LJHB2,HA54,HA54-LJHB2,GT,Assam,5/1/2022,Brand9,Y,1.402926688,0.924447575,0.075552425,1.402926688,19.97184329,1,32.06,18.5689166,18.5689166,18,2022
A,AY,,,May,India,North,Hi,Card,Brand4,GGAF1,HA54,HA54-GGAF1,GT,Chandigarh,5/1/2022,Brand4,Y,5.480484764,0.715151635,0.284848365,5.480484764,24.72049256,1,32.06,19.2400078,19.2400078,18,2022
A,AY,,,May,India,North,Hi,Card,Brand4,GGAF1,HA25,HA25-GGAF1,GT,Haryana,5/1/2022,Brand4,Y,29.47554947,0.466777592,0.533222408,29.47554947,84.75370177,1,32.06,55.2781523,55.2781523,18,2022
A,AY,,,May,India,North,Hi,Refill,Brand4,RF16,HA29,HA29-RF16,GT,Chandigarh,5/1/2022,Brand4,Y,7.2778587,,-1,-7.2778587,0,1,32.06,7.2778587,0,18,2022
A,AY,,,May,India,North,Hi,Refill,Brand4,RGATA,HA43,HA43-RGATA,GT,Chandigarh,5/1/2022,Brand4,Y,1.633710898,0.807998718,0.192001282,1.633710898,10.142565,1,32.06,8.5088541,8.5088541,18,2022
A,AY,,,May,India,North,Hi,Refill,Brand4,RGAOA,HA25,HA25-RGAOA,GT,Delhi,5/1/2022,Brand4,Y,9.590269233,0.712968444,0.287031556,9.590269233,43.00216783,1,32.06,33.4118986,33.4118986,18,2022
A,AY,,,May,India,North,Hi,Refill,Brand4,RF1R,HA37,HA37-RF1R,GT,Haryana,5/1/2022,Brand4,Y,19.63109899,-15.583213668,-0.943127575,-19.63109899,1.183793406,1,32.06,20.8148924,1.183793406,18,2022
A,AY,,,May,India,North,Hi,Refill,Brand4,RF1R,HA54,HA54-RF1R,GT,Haryana,5/1/2022,Brand4,Y,11.89666489,0.819035755,0.180964245,11.89666489,77.63708159,1,32.06,65.7404167,65.7404167,18,2022
A,AY,,,May,India,North,Hi,Aerosol,Brand5,SHAF7,HA26,HA26-SHAF7,GT,Punjab,5/1/2022,Brand5,Y,19.873605,0.081772110,0.918227890,19.873605,41.5170393,1,32.06,21.6434343,21.6434343,18,2022
A,AY,,,May,India,South,Hi,Refill,Brand4,RF1R,HA29,HA29-RF1R,GT,Karnataka,5/1/2022,Brand4,Y,19.25250447,0.764178548,0.235821452,19.25250447,100.892679,1,32.06,81.6401745,81.6401745,18,2022
A,AY,,,May,India,South,Hi,Refill,Brand4,RF1R,HA51,HA51-RF1R,GT,Karnataka,5/1/2022,Brand4,Y,27.43366602,0.460634129,0.539365871,27.43366602,78.29648012,1,32.06,50.8628141,50.8628141,18,2022
A,AY,,,May,India,South,Hi,Refill,Brand4,RGAOA,HA24,HA24-RGAOA,GT,Tamil Nadu,5/1/2022,Brand4,Y,7.763653845,0.362465017,0.637534983,7.763653845,19.94126614,1,32.06,12.1776123,12.1776123,18,2022
A,AY,,,May,India,South,Hi,Aerosol,Brand5,SHAF2,HA26,HA26-SHAF2,GT,Keral,5/1/2022,Brand5,Y,10.07672169,0.558629316,0.441370684,10.07672169,32.90724049,1,32.06,22.8305188,22.8305188,18,2022
A,AY,,,May,India,South,Hi,Aerosol,Brand5,SHAC7,HA25,HA25-SHAC7,GT,Tamil Nadu,5/1/2022,Brand5,Y,9.200799794,0.718821483,0.281178517,9.200799794,41.92307139,1,32.06,32.7222716,32.7222716,18,2022
A,AY,,,May,India,South,Hi,Coil,Brand9,LJHB2,HA41,HA41-LJHB2,GT,Keral,5/1/2022,Brand9,Y,3.066390076,0.904696491,-0.095303509,-3.066390076,29.10860652,1,32.06,32.1749966,32.1749966,18,2022
A,AY,,,May,India,west,Hi,Card,Brand4,GGAF1,HA29,HA29-GGAF1,GT,Goa,5/1/2022,Brand4,Y,0.24650596,0.987140400,0.012859600,0.24650596,19.41552766,1,32.06,19.1690217,19.1690217,18,2022
A,AY,,,May,India,west,Hi,Coil,Brand4,LGHF2,HA51,HA51-LGHF2,GT,Gujrat,5/1/2022,Brand4,Y,2.084309241,0.875891206,-0.124108794,-2.084309241,14.70990146,1,32.06,16.7942107,16.7942107,18,2022
A,AY,,,May,India,west,Hi,Coil,Brand4,LGHP2,HA25,HA25-LGHP2,GT,Maharastra,5/1/2022,Brand4,Y,3.887439945,0.944878615,-0.055121385,-3.887439945,66.63763746,1,32.06,70.5250774,70.5250774,18,2022
A,AY,,,May,India,west,Hi,Lmd,Brand4,UF1R,HA25,HA25-UF1R,GT,Goa,5/1/2022,Brand4,Y,0.48141844,0.99,-0.01,-0.48141844,47.66042556,1,32.06,48.141844,48.141844,18,2022
A,AY,,,May,India,west,Hi,Refill,Brand4,RF1R,HA24,HA24-RF1R,GT,Gujrat,5/1/2022,Brand4,Y,44.00276799,0.521561422,0.478438578,44.00276799,135.9743815,1,32.06,91.9716135,91.9716135,18,2022
A,AY,,,May,India,west,Hi,Refill,Brand4,RF1R,HA28,HA28-RF1R,GT,Gujrat,5/1/2022,Brand4,Y,0.87976676,0.99,-0.01,-0.87976676,87.09690924,1,32.06,87.976676,87.976676,18,2022
A,AY,,,May,India,west,Hi,Refill,Brand4,RF1R,HA43,HA43-RF1R,GT,Maharastra,5/1/2022,Brand4,Y,0.11374197,0.998373526,-0.001626474,-0.11374197,69.81786183,1,32.06,69.9316038,69.9316038,18,2022
A,AY,,,May,India,west,Hi,Aerosol,Brand5,SHAC2,HA25,HA25-SHAC2,GT,Gujrat,5/1/2022,Brand5,Y,10.80964418,0.823368748,0.176631252,10.80964418,72.00857738,1,32.06,61.1989332,61.1989332,18,2022
A,AY,,,May,India,west,Hi,Aerosol,Brand5,SHAC2,HA28,HA28-SHAC2,GT,Gujrat,5/1/2022,Brand5,Y,4.249962374,0.853822452,0.146177548,4.249962374,33.32393727,1,32.06,29.0739749,29.0739749,18,2022
A,AY,,,May,India,East,Personal Wash,Soap,Brand1,AGNNAP,HA36,HA36-AGNNAP,GT,Arunachal Pradesh,5/1/2022,Brand1,Y,4.648309664,0.938007487,0.061992513,4.648309664,79.63010116,1,32.06,74.9817915,74.9817915,18,2022
A,AY,,,May,India,East,Personal Wash,Soap,Brand1,AGNA57,HA26,HA26-AGNA57,GT,Assam,5/1/2022,Brand1,Y,10.60090532,0.896824413,0.103175587,10.60090532,113.3471614,1,32.06,102.7462561,102.7462561,18,2022
A,AY,,,May,India,East,Personal Wash,Soap,Brand1,AGNSCH,HA26,HA26-AGNSCH,GT,Assam,5/1/2022,Brand1,Y,3.018659937,0.968644839,0.031355161,3.018659937,99.29180544,1,32.06,96.2731455,96.2731455,18,2022
A,AY,,,May,India,East,Personal Wash,Soap,Brand1,AGNA1H,HA29,HA29-AGNA1H,GT,Assam,5/1/2022,Brand1,Y,34.93156176,0.888403425,-0.111596575,-34.93156176,278.0848713,1,32.06,313.0164331,313.0164331,18,2022
A,AY,,,May,India,East,Personal Wash,Soap,Brand1,AGNSA,HA27,HA27-AGNSA,GT,Manipur,5/1/2022,Brand1,Y,5.432149389,0.99,-0.01,-5.432149389,537.7827895,1,32.06,543.2149389,543.2149389,18,2022
A,AY,,,May,India,East,Personal Wash,Soap,Brand1,AGNA1H,HA36,HA36-AGNA1H,GT,Sikkim,5/1/2022,Brand1,Y,11.56799252,0.929933858,0.070066142,11.56799252,176.6690261,1,32.06,165.1010336,165.1010336,18,2022
A,AY,,,May,India,East,Personal Wash,Soap,Brand6,ACRO9,HA23,HA23-ACRO9,GT,Manipur,5/1/2022,Brand6,Y,7.802373903,0.902090689,-0.097909311,-7.802373903,71.8874311,1,32.06,79.689805,79.689805,18,2022
A,AY,,,May,India,North,Personal Wash,Soap,Brand1,AGNSCH,HA36,HA36-AGNSCH,GT,Delhi,5/1/2022,Brand1,Y,0.11493659,0.999184653,-0.000815347,-0.11493659,140.8515692,1,32.06,140.9665058,140.9665058,18,2022
A,AY,,,May,India,North,Personal Wash,Soap,Brand1,AGNSCH,HA38,HA38-AGNSCH,GT,Delhi,5/1/2022,Brand1,Y,1.439108161,0.981341083,-0.018658917,-1.439108161,75.68799044,1,32.06,77.1270986,77.1270986,18,2022
A,AY,,,May,India,North,Personal Wash,Soap,Brand1,AGNSCH,HA28,HA28-AGNSCH,GT,Haryana,5/1/2022,Brand1,Y,6.293354699,0.940186714,0.059813286,6.293354699,111.510024,1,32.06,105.2166693,105.2166693,18,2022
A,AY,,,May,India,North,Personal Wash,Soap,Brand1,AGNA1H,HA38,HA38-AGNA1H,GT,Haryana,5/1/2022,Brand1,Y,31.77459066,0.772087297,-0.227912703,-31.77459066,107.6410287,1,32.06,139.4156194,139.4156194,18,2022
A,AY,,,May,India,North,Personal Wash,Soap,Brand1,AGNA1H,HA42,HA42-AGNA1H,GT,Punjab,5/1/2022,Brand1,Y,31.03512724,0.790859299,-0.209140701,-31.03512724,117.3584044,1,32.06,148.3935316,148.3935316,18,2022
A,AY,,,May,India,South,Personal Wash,Soap,Brand1,AGNSCH,HA27,HA27-AGNSCH,GT,Tamil Nadu,5/1/2022,Brand1,Y,11.30053921,0.964645911,-0.035354089,-11.30053921,308.3382744,1,32.06,319.6388136,319.6388136,18,2022
A,AY,,,May,India,South,Personal Wash,Soap,Brand1,AGNA3H,HA42,HA42-AGNA3H,GT,Telangana,5/1/2022,Brand1,Y,20.04431412,0.932246530,0.067753470,20.04431412,315.8861961,1,32.06,295.841882,295.841882,18,2022
A,AY,,,May,India,South,Personal Wash,Soap,Brand6,ACRO3,HA41,HA41-ACRO3,GT,Keral,5/1/2022,Brand6,Y,0.103674588,0.995944248,-0.004055752,-0.103674588,25.45868591,1,32.06,25.5623605,25.5623605,18,2022
A,AY,,,May,India,South,Personal Wash,Soap,Brand6,ACRO5,HA43,HA43-ACRO5,GT,Tamil Nadu,5/1/2022,Brand6,Y,13.38019135,0.887026371,0.112973629,13.38019135,131.8166044,1,32.06,118.4364131,118.4364131,18,2022
A,AY,,,May,India,west,Personal Wash,Soap,Brand1,AGNA3H,HA36,HA36-AGNA3H,GT,Goa,5/1/2022,Brand1,Y,45.71094596,0.493619411,0.506380589,45.71094596,135.9808872,1,32.06,90.2699412,90.2699412,18,2022
A,AY,,,May,India,west,Personal Wash,Soap,Brand1,AGNA3H,HA39,HA39-AGNA3H,GT,Goa,5/1/2022,Brand1,Y,24.50093903,0.718860040,-0.281139960,-24.50093903,62.64760807,1,32.06,87.1485471,87.1485471,18,2022
A,AY,,,May,India,west,Personal Wash,Soap,Brand1,AGNA1H,HA26,HA26-AGNA1H,GT,Gujrat,5/1/2022,Brand1,Y,24.52908091,0.889786662,0.110213338,24.52908091,247.0890844,1,32.06,222.5600035,222.5600035,18,2022
A,AY,,,May,India,west,Personal Wash,Soap,Brand1,AGNA1H,HA37,HA37-AGNA1H,GT,Gujrat,5/1/2022,Brand1,Y,10.80477049,0.938843263,0.061156737,10.80477049,187.478201,1,32.06,176.6734305,176.6734305,18,2022
A,AY,,,May,India,west,Personal Wash,Soap,Brand1,AGNA1H,HA24,HA24-AGNA1H,GT,Maharastra,5/1/2022,Brand1,Y,2.255884949,0.943121310,0.056878690,2.255884949,41.91722315,1,32.06,39.6613382,39.6613382,18,2022
A,AY,,,May,India,west,Personal Wash,Soap,Brand1,AGNSCH,HA42,HA42-AGNSCH,GT,Maharastra,5/1/2022,Brand1,Y,6.36823925,0.957972970,-0.042027030,-6.36823925,145.1589858,1,32.06,151.527225,151.527225,18,2022
B,BY,,,May,India,North,Hair Color,Creme,Brand2,BMBN2T,HA26,HA26-BMBN2T,GT,Chandigarh,5/1/2022,Brand2,Y,9.172968102,0.711707625,-0.288292375,-9.172968102,22.645314,1,6.89,31.8182821,31.8182821,18,2022
B,BY,,,May,India,South,Hair Color,Powder,Brand2,BPSK9,HA27,HA27-BPSK9,GT,Karnataka,5/1/2022,Brand2,Y,1.635963834,0.908101645,-0.091898355,-1.635963834,16.16591997,1,6.89,17.8018838,17.8018838,18,2022
B,BY,,,May,India,East,Hi,Lmd,Brand4,UF1R,HA38,HA38-UF1R,GT,Manipur,5/1/2022,Brand4,Y,3.593456117,0.648612998,0.351387002,3.593456117,13.81994742,1,6.89,10.2264913,10.2264913,18,2022
B,BY,,,May,India,East,Hi,Aerosol,Brand5,SHAF2,HA25,HA25-SHAF2,GT,Arunachal Pradesh,5/1/2022,Brand5,Y,1.831344805,0.911518570,0.088481430,1.831344805,22.5288494,1,6.89,20.6975046,20.6975046,18,2022
B,BY,,,May,India,East,Hi,Aerosol,Brand5,SHAC2,HA43,HA43-SHAC2,GT,Sikkim,5/1/2022,Brand5,Y,1.146538013,0.931092902,-0.068907098,-1.146538013,15.49235769,1,6.89,16.6388957,16.6388957,18,2022
B,BY,,,May,India,East,Hi,Aerosol,Brand5,SHAC2,HA51,HA51-SHAC2,GT,Sikkim,5/1/2022,Brand5,Y,11.68087212,0.763756335,-0.236243665,-11.68087212,37.76329868,1,6.89,49.4441708,49.4441708,18,2022
B,BY,,,May,India,North,Hi,Refill,Brand4,RF2R,HA41,HA41-RF2R,GT,Haryana,5/1/2022,Brand4,Y,4.357904361,0.752545425,0.247454575,4.357904361,21.96883096,1,6.89,17.6109266,17.6109266,18,2022
B,BY,,,May,India,North,Hi,Aerosol,Brand5,SHAC4,HA26,HA26-SHAC4,GT,Punjab,5/1/2022,Brand5,Y,1.783884721,0.847346567,0.152653433,1.783884721,13.46973212,1,6.89,11.6858474,11.6858474,18,2022
B,BY,,,May,India,South,Hi,Coil,Brand4,LGHP2,HA26,HA26-LGHP2,GT,Keral,5/1/2022,Brand4,Y,11.6522309,-0.337285980,1.337285980,11.6522309,20.3655735,1,6.89,8.7133426,8.7133426,18,2022
B,BY,,,May,India,South,Hi,Lmd,Brand4,UF1R,HA27,HA27-UF1R,GT,Keral,5/1/2022,Brand4,Y,12.38288536,-0.058601108,1.058601108,12.38288536,24.08028986,1,6.89,11.6974045,11.6974045,18,2022
B,BY,,,May,India,South,Hi,Refill,Brand4,RF16,HA37,HA37-RF16,GT,Keral,5/1/2022,Brand4,Y,6.438875106,-0.533416763,1.533416763,6.438875106,10.63791301,1,6.89,4.1990379,4.1990379,18,2022
B,BY,,,May,India,South,Hi,Aerosol,Brand5,SHAC7,HA26,HA26-SHAC7,GT,Tamil Nadu,5/1/2022,Brand5,Y,9.015883568,0.214153538,0.785846462,9.015883568,20.48871447,1,6.89,11.4728309,11.4728309,18,2022
B,BY,,,May,India,South,Hi,Aerosol,Brand5,SHAC4,HA28,HA28-SHAC4,GT,Telangana,5/1/2022,Brand5,Y,3.544993741,0.774673408,0.225326592,3.544993741,19.27768514,1,6.89,15.7326914,15.7326914,18,2022
B,BY,,,May,India,west,Hi,Aerosol,Brand5,SHAC7,HA28,HA28-SHAC7,GT,Goa,5/1/2022,Brand5,Y,6.763816388,0.607651833,0.392348167,6.763816388,24.00313839,1,6.89,17.239322,17.239322,18,2022
B,BY,,,May,India,west,Hi,Aerosol,Brand5,SHAC4,HA39,HA39-SHAC4,GT,Goa,5/1/2022,Brand5,Y,5.726727098,0.412859448,0.587140552,5.726727098,15.4803152,1,6.89,9.7535881,9.7535881,18,2022
B,BY,,,May,India,west,Hi,Aerosol,Brand5,SHAF7,HA38,HA38-SHAF7,GT,Maharastra,5/1/2022,Brand5,Y,7.219391086,0.649508879,0.350491121,7.219391086,27.81731969,1,6.89,20.5979286,20.5979286,18,2022
B,BY,,,May,India,west,Hi,Aerosol,Brand5,SHAC2,HA41,HA41-SHAC2,GT,Maharastra,5/1/2022,Brand5,Y,0.247958476,0.985560346,-0.014439654,-0.247958476,16.92409202,1,6.89,17.1720505,17.1720505,18,2022
B,BY,,,May,India,East,Personal Wash,Soap,Brand1,AGNNAH,HA40,HA40-AGNNAH,GT,Manipur,5/1/2022,Brand1,Y,14.49071641,-619.313797768,620.313797768,14.49071641,14.51407671,1,6.89,0.0233603,0.0233603,18,2022
B,BY,,,May,India,East,Personal Wash,Soap,Brand6,ACL14,HA39,HA39-ACL14,GT,Assam,5/1/2022,Brand6,Y,18.42362449,-0.025249303,-0.506233628,-18.42362449,17.96989711,1,6.89,36.3935216,17.96989711,18,2022
B,BY,,,May,India,East,Personal Wash,Soap,Brand6,ACFL7,HA29,HA29-ACFL7,GT,Manipur,5/1/2022,Brand6,Y,3.405599487,0.866382449,0.133617551,3.405599487,28.89326529,1,6.89,25.4876658,25.4876658,18,2022
B,BY,,,May,India,North,Personal Wash,Soap,Brand1,AGNSA,HA38,HA38-AGNSA,GT,Delhi,5/1/2022,Brand1,Y,38.80632854,0.727405060,-0.272594940,-38.80632854,103.552618,1,6.89,142.3589465,142.3589465,18,2022
B,BY,,,May,India,North,Personal Wash,Soap,Brand1,AGNSCH,HA24,HA24-AGNSCH,GT,Haryana,5/1/2022,Brand1,Y,7.132195462,0.801827867,-0.198172133,-7.132195462,28.85770554,1,6.89,35.989901,35.989901,18,2022
B,BY,,,May,India,North,Personal Wash,Soap,Brand1,AGNT1H,HA40,HA40-AGNT1H,GT,Punjab,5/1/2022,Brand1,Y,1.6196465,0.952013830,-0.047986170,-1.6196465,32.1327135,1,6.89,33.75236,33.75236,18,2022
B,BY,,,May,India,North,Personal Wash,Soap,Brand6,ACL14,HA36,HA36-ACL14,GT,Chandigarh,5/1/2022,Brand6,Y,7.959947481,0.841180653,-0.158819347,-7.959947481,42.15956012,1,6.89,50.1195076,50.1195076,18,2022
B,BY,,,May,India,South,Personal Wash,Soap,Brand1,AGNA57S,HA51,HA51-AGNA57S,GT,Keral,5/1/2022,Brand1,Y,12.43431477,0.648556058,-0.351443942,-12.43431477,22.94633423,1,6.89,35.380649,35.380649,18,2022
B,BY,,,May,India,South,Personal Wash,Soap,Brand1,AGNS9,HA27,HA27-AGNS9,GT,Telangana,5/1/2022,Brand1,Y,0.152083565,0.990881572,-0.009118428,-0.152083565,16.52662114,1,6.89,16.6787047,16.6787047,18,2022
B,BY,,,May,India,west,Personal Wash,Soap,Brand1,AGNA57S,HA25,HA25-AGNA57S,GT,Goa,5/1/2022,Brand1,Y,22.75992077,0.640382034,-0.359617966,-22.75992077,40.52924423,1,6.89,63.289165,63.289165,18,2022
B,BY,,,May,India,west,Personal Wash,Soap,Brand1,AGNS9,HA38,HA38-AGNS9,GT,Gujrat,5/1/2022,Brand1,Y,2.001861378,0.817538622,0.182461378,2.001861378,12.97328668,1,6.89,10.9714253,10.9714253,18,2022
B,BY,,,May,India,west,Personal Wash,Soap,Brand1,AGNNAP,HA40,HA40-AGNNAP,GT,Gujrat,5/1/2022,Brand1,Y,3.252877806,0.805802910,0.194197090,3.252877806,20.00327201,1,6.89,16.7503942,16.7503942,18,2022
B,BY,,,May,India,west,Personal Wash,Soap,Brand1,AGNJCH,HA40,HA40-AGNJCH,GT,Maharastra,5/1/2022,Brand1,Y,0.282251936,0.990494132,0.009505868,0.282251936,29.97464264,1,6.89,29.6923907,29.6923907,18,2022
C,CY,,,May,India,East,Hair Color,Creme,Brand2,BMBD2T,HA26,HA26-BMBD2T,GT,Assam,5/1/2022,Brand2,Y,1.754112264,0.870200014,-0.129799986,-1.754112264,11.75985114,1,2.06,13.5139634,13.5139634,18,2022
C,CY,,,May,India,East,Hi,Gel,Brand5,MHAG2,HA37,HA37-MHAG2,GT,Sikkim,5/1/2022,Brand5,Y,2.969670524,0.753786533,0.246213467,2.969670524,15.03103562,1,2.06,12.0613651,12.0613651,18,2022
C,CY,,,May,India,North,Hi,Gel,Brand5,MHAG2,HA41,HA41-MHAG2,GT,Delhi,5/1/2022,Brand5,Y,0.317762848,0.782817155,0.217182845,0.317762848,1.780874948,1,2.06,1.4631121,1.4631121,18,2022
C,CY,,,May,India,South,Hi,Racquet,Brand5,OFRAC1,HA41,HA41-OFRAC1,GT,Karnataka,5/1/2022,Brand5,Y,1.579387167,0.277251734,0.722748266,1.579387167,3.764639267,1,2.06,2.1852521,2.1852521,18,2022
C,CY,,,May,India,west,Hi,Coil,Brand4,LGHF2,HA28,HA28-LGHF2,GT,Maharastra,5/1/2022,Brand4,Y,1.057048916,0.904827081,-0.095172919,-1.057048916,10.04956548,1,2.06,11.1066144,11.1066144,18,2022
C,CY,,,May,India,west,Hi,Refill,Brand4,RF2R,HA29,HA29-RF2R,GT,Maharastra,5/1/2022,Brand4,Y,6.116625078,0.604011680,0.395988320,6.116625078,21.56310358,1,2.06,15.4464785,15.4464785,18,2022
C,CY,,,May,India,west,Hi,Aerosol,Brand5,SHAF2,HA43,HA43-SHAF2,GT,Goa,5/1/2022,Brand5,Y,2.00051249,0.736255905,0.263744095,2.00051249,9.58556379,1,2.06,7.5850513,7.5850513,18,2022
C,CY,,,May,India,East,Home Care,Pocket,Brand10,FAPSB,HA28,HA28-FAPSB,GT,Manipur,5/1/2022,Brand10,Y,2.083160565,0.787623645,-0.212376355,-2.083160565,7.725655335,1,2.06,9.8088159,9.8088159,18,2022
C,CY,,,May,India,East,Home Care,Pocket,Brand10,FAPLB,HA28,HA28-FAPLB,GT,Sikkim,5/1/2022,Brand10,Y,3.484123375,0.622461201,-0.377538799,-3.484123375,5.744394025,1,2.06,9.2285174,9.2285174,18,2022
C,CY,,,May,India,East,Home Care,Pocket,Brand10,FAPBR,HA41,HA41-FAPBR,GT,Sikkim,5/1/2022,Brand10,Y,0.114554805,0.946882249,-0.053117751,-0.114554805,2.042065195,1,2.06,2.15662,2.15662,18,2022
C,CY,,,May,India,North,Home Care,Pocket,Brand10,FAPSB,HA41,HA41-FAPSB,GT,Delhi,5/1/2022,Brand10,Y,0.357840666,0.834952222,-0.165047778,-0.357840666,1.810262834,1,2.06,2.1681035,2.1681035,18,2022
C,CY,,,May,India,North,Home Care,Pocket,Brand10,FAPLB,HA24,HA24-FAPLB,GT,Punjab,5/1/2022,Brand10,Y,1.871697526,0.840935520,-0.159064480,-1.871697526,9.895213174,1,2.06,11.7669107,11.7669107,18,2022
C,CY,,,May,India,East,Hygiene,Powder Handwash,Brand7,MPHRRL,HA37,HA37-MPHRRL,GT,Sikkim,5/1/2022,Brand7,Y,2.006306098,0.629335106,-0.370664894,-2.006306098,3.406416102,1,2.06,5.4127222,5.4127222,18,2022
C,CY,,,May,India,South,Hygiene,Powder Handwash,Brand7,MPHRRL,HA25,HA25-MPHRRL,GT,Tamil Nadu,5/1/2022,Brand7,Y,2.071980853,0.829452040,-0.170547960,-2.071980853,10.07698215,1,2.06,12.148963,12.148963,18,2022
C,CY,,,May,India,west,Hygiene,Powder Handwash,Brand7,MPHRRL,HA24,HA24-MPHRRL,GT,Gujrat,5/1/2022,Brand7,Y,0.069216278,0.993502572,-0.006497428,-0.069216278,10.58365722,1,2.06,10.6528735,10.6528735,18,2022
C,CY,,,May,India,East,Personal Wash,Soap,Brand1,AGNS57S,HA28,HA28-AGNS57S,GT,Sikkim,5/1/2022,Brand1,Y,8.200177951,-0.171814184,-0.539555452,-8.200177951,6.997848349,1,2.06,15.1980263,6.997848349,18,2022
C,CY,,,May,India,East,Personal Wash,Soap,Brand6,ACCO5,HA25,HA25-ACCO5,GT,Assam,5/1/2022,Brand6,Y,0.31302796,0.945470750,0.054529250,0.31302796,6.05357936,1,2.06,5.7405514,5.7405514,18,2022
C,CY,,,May,India,North,Personal Wash,Soap,Brand1,AGNA4,HA37,HA37-AGNA4,GT,Chandigarh,5/1/2022,Brand1,Y,0.801975097,0.837774093,-0.162225907,-0.801975097,4.141594703,1,2.06,4.9435698,4.9435698,18,2022
C,CY,,,May,India,North,Personal Wash,Soap,Brand1,AGNJCH,HA28,HA28-AGNJCH,GT,Delhi,5/1/2022,Brand1,Y,4.829698476,0.692531433,-0.307468567,-4.829698476,10.87824372,1,2.06,15.7079422,15.7079422,18,2022
C,CY,,,May,India,North,Personal Wash,Soap,Brand6,ACRO7,HA41,HA41-ACRO7,GT,Punjab,5/1/2022,Brand6,Y,0.111723027,0.736873774,0.263126226,0.111723027,0.536321627,1,2.06,0.4245986,0.4245986,18,2022
C,CY,,,May,India,South,Personal Wash,Soap,Brand1,AGNA57S,HA28,HA28-AGNA57S,GT,Telangana,5/1/2022,Brand1,Y,12.28075482,-0.114665463,-0.527111963,-12.28075482,11.01743548,1,2.06,23.2981903,11.01743548,18,2022
C,CY,,,May,India,South,Personal Wash,Soap,Brand6,ACL14,HA24,HA24-ACL14,GT,Keral,5/1/2022,Brand6,Y,1.960533929,0.904576507,0.095423493,1.960533929,22.50614453,1,2.06,20.5456106,20.5456106,18,2022
C,CY,,,May,India,west,Personal Wash,Soap,Brand6,ACLH1G,HA25,HA25-ACLH1G,GT,Maharastra,5/1/2022,Brand6,Y,0.637314153,0.880961847,-0.119038153,-0.637314153,4.716550447,1,2.06,5.3538646,5.3538646,18,2022
A,AZ,,,May,India,North,Fabric Care,Liquid Detergent,Brand3,CEBR5,HA36,HA36-CEBR5,GT,Chandigarh,5/1/2022,Brand3,Z,0.518259761,0.888641359,-0.111358641,-0.518259761,4.135710139,1,4.9,4.6539699,4.6539699,18,2022
A,AZ,,,May,India,North,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA40,HA40-CEBR1,GT,Delhi,5/1/2022,Brand3,Z,1.292926311,0.757198182,0.242801818,1.292926311,6.617953611,1,4.9,5.3250273,5.3250273,18,2022
A,AZ,,,May,India,west,Fabric Care,Liquid Detergent,Brand3,CEBR1,HA36,HA36-CEBR1,GT,Maharastra,5/1/2022,Brand3,Z,1.265302348,0.851469251,0.148530749,1.265302348,9.784092948,1,4.9,8.5187906,8.5187906,18,2022
A,AZ,,,May,India,North,Hi,Card,Brand4,GGAF1,HA24,HA24-GGAF1,GT,Delhi,5/1/2022,Brand4,Z,11.5822066,-2.048909833,3.048909833,11.5822066,15.3810092,1,4.9,3.7988026,3.7988026,18,2022
A,AZ,,,May,India,North,Hi,Coil,Brand4,LGMP8,HA40,HA40-LGMP8,GT,Delhi,5/1/2022,Brand4,Z,14.72726051,-0.522922222,1.522922222,14.72726051,24.39765621,1,4.9,9.6703957,9.6703957,18,2022
A,AZ,,,May,India,North,Hi,Lmd,Brand4,UF1R,HA54,HA54-UF1R,GT,Punjab,5/1/2022,Brand4,Z,31.27098821,-0.838519326,1.838519326,31.27098821,48.27977771,1,4.9,17.0087895,17.0087895,18,2022
A,AZ,,,May,India,North,Hi,Refill,Brand4,RGAOA,HA41,HA41-RGAOA,GT,Haryana,5/1/2022,Brand4,Z,3.329284,,-1,-3.329284,0,1,4.9,3.329284,0,18,2022
A,AZ,,,May,India,South,Hi,Coil,Brand4,LGMP8,HA36,HA36-LGMP8,GT,Keral,5/1/2022,Brand4,Z,0.209217141,0.99,-0.01,-0.209217141,20.71249696,1,4.9,20.9217141,20.9217141,18,2022
A,AZ,,,May,India,South,Hi,Refill,Brand4,RF1R,HA38,HA38-RF1R,GT,Telangana,5/1/2022,Brand4,Z,1.737751007,0.927569925,-0.072430075,-1.737751007,22.25436839,1,4.9,23.9921194,23.9921194,18,2022
A,AZ,,,May,India,west,Hi,Lmd,Brand4,UF1R,HA51,HA51-UF1R,GT,Gujrat,5/1/2022,Brand4,Z,17.85835316,-0.833169713,-0.647038440,-17.85835316,9.741789336,1,4.9,27.6001425,9.741789336,18,2022
A,AZ,,,May,India,west,Hi,Refill,Brand4,RGATA,HA41,HA41-RGATA,GT,Goa,5/1/2022,Brand4,Z,1.230981381,-1.642423934,2.642423934,1.230981381,1.696834481,1,4.9,0.4658531,0.4658531,18,2022
